Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,
J,"Mpemba, H; Yang, F; Jiang, G",,,,"Mpemba, H.; Yang, F.; Jiang, G.",,,"THE IMPLICATIONS OF FEAR ECOLOGY FOR INTERACTIONS AMONG PREDATORS, PREY AND MESOPREDATORS",JOURNAL OF ANIMAL AND PLANT SCIENCES,,,English,Review,,,,,,Fear ecology; Grouping behaviour; Prey; Mesopredators; Predation risk; Predation cues,GROUP-SIZE; LARGE CARNIVORE; TRADE-OFF; RISK; STRESS; MANAGEMENT; LANDSCAPE; RESPONSES; BEHAVIOR; WOLF,"Wildlife, as well as human beings, are prone to be affected by fear. Large predators and mesopredators usually produce this fear in animals. This effect is recognised in the form of various behavioural changes and adaptations, which, in turn, affects the whole ecosystem. However, we often overlook the role of large predators and mesopredators in the sustenance of our ecosystem by such non-lethal effects, because fear is often seen as a psychological effect rather than something that can be found through explicit scientific means. Indeed, the fear that predators trigger inside their prey may play a significant role in the maintenance of the natural environment. This paper aims to analyse this hypothesis by reviewing the function of the ecology of fear based on the interaction among predators, prey, and mesopredators. We consider the factors involved in the effective functionality of the ecology of fear, including habitat landscape, season, weather, and predation risk. We also assess the extent of influence of large predators on behaviour and distribution of prey and mesopredators in terms of predation cues and prey grouping as responses to predation risk. Finally, we discuss the implications of fear ecology for wildlife conservation and management and new challenges.",,,,,,,,,,,,,,,,,,,,,,,DEC,2019,29,6,,,,,1519,1527,,,,,,,,Agriculture; Life Sciences & Biomedicine - Other Topics; Veterinary Sciences,,,,,,,2022-04-02,
J,"Nowak, K; le Roux, A; Richards, SA; Scheijen, CPJ; Hill, RA",,,,"Nowak, Katarzyna; le Roux, Aliza; Richards, Shane A.; Scheijen, Ciska P. J.; Hill, Russell A.",,,Human observers impact habituated samango monkeys' perceived landscape of fear,BEHAVIORAL ECOLOGY,,,English,Article,,,,,,arboreal monkeys; giving-up densities; habituation; human shield effect; perceived risk,CERCOPITHECUS-MITIS-ERYTHRARCHUS; PREDATION RISK; PATCH USE; RANGE USE; SOUTH-AFRICA; HABITAT USE; BEHAVIOR; FOREST; LABIATUS; PRIMATE,"Humans and human infrastructure are known to alter the relationship between predators and prey, typically by directly or indirectly shielding one of the species from the other. In addition to these overt changes to animals' behavior, observers may have more subtle impacts on animals' foraging decisions. However, the anthropogenic alteration of risk-taking behavior has rarely been acknowledged or quantified, particularly in behavioral ecological studies reliant on habituated animals. We tested the magnitude of the human shield effect experimentally on 2 groups of samango monkeys, Cercopithecus mitis erythrarcus, at a site with high natural predator density and no human hunting pressure. In general, giving-up densities-the density of food remaining in a patch when a forager leaves-were greatest at ground level (0.1 m) relative to 3 tree canopy levels (2.5, 5, and 7.5 m), highlighting a strong vertical axis of fear. When human followers were present, however, giving-up densities were reduced at all 4 heights; furthermore, for 1 group, the vertical axis disappeared in the presence of observers. Our results suggest that human observers lower monkeys' perceived risk of terrestrial predators and, thereby, affect their foraging decisions at or near ground level. These results have significant implications for future studies of responses to predation risk based on habituation and observational methods.",,,,,,,,,,,,,,,,,,,,,,,SEP-OCT,2014,25,5,,,,,1199,1204,,10.1093/beheco/aru110,,,,,,Behavioral Sciences; Life Sciences & Biomedicine - Other Topics; Environmental Sciences & Ecology; Zoology,,,,,,,2022-04-02,
J,"Mendes, CP; Carreira, D; Pedrosa, F; Beca, G; Lautenschlager, L; Akkawi, P; Berce, W; Ferraz, KMPMB; Galetti, M",,,,"Mendes, Calebe P.; Carreira, Daiane; Pedrosa, Felipe; Beca, Gabrielle; Lautenschlager, Lais; Akkawi, Paula; Berce, William; Ferraz, Katia M. P. M. B.; Galetti, Mauro",,,Landscape of human fear in Neotropical rainforest mammals,BIOLOGICAL CONSERVATION,,,English,Article,,,,,,Atlantic forest; Avoidance; Brazil; Human activity; Night-time light; Nocturnality; Poaching,BOAR SUS-SCROFA; ATLANTIC FOREST; ACTIVITY PATTERNS; HUMAN DISTURBANCE; PREDATION RISK; FRAGMENTATION; STRESS; TIME,"The landscape of fear has profound effects on the species behavior, with most organisms engaging in risk avoidance behaviors in areas perceived as riskier. Most risk avoidance behaviors, such as temporal avoidance, have severe trade-offs between foraging efficiency and risk reduction. Human activities are able to affect the species landscape of fear, by increasing mortality of individuals (i.e. hunting, roadkill) and by disruption of the clues used by the species to estimate predation risk (e.g. light pollution). In this study, we used an extensive camera-trapping and night-time light satellite imagery to evaluate whether human activities affect the diel activity patterns of 17 species of rainforest dwelling mammals. We found evidence of diel activity shifts in eight of 17 analyzed species, in which five species become 21.6 % more nocturnal and three species become 11.7% more diurnal in high disturbed areas. This activity shifts were observed for both diurnal and nocturnal species. Persecuted species (game and predators) were more susceptible to present activity shifts. Since changes in foraging activity may affect species fitness, the behavior of humans' avoidance may be another driver of the Anthropocene defamation.",,,,,,,,,,,,,,,,,,,,,,,JAN,2020,241,,,,,,,,108257,10.1016/j.biocon.2019.108257,,,,,,Biodiversity & Conservation; Environmental Sciences & Ecology,,,,,,,2022-04-02,
J,"Schell, CJ; Young, JK; Lonsdorf, EV; Santymire, RM; Mateo, JM",,,,"Schell, Christopher J.; Young, Julie K.; Lonsdorf, Elizabeth V.; Santymire, Rachel M.; Mateo, Jill M.",,,Parental habituation to human disturbance over time reduces fear of humans in coyote offspring,ECOLOGY AND EVOLUTION,,,English,Article,,,,,,Canis latrans; hormones; human disturbance; parental effects; repeatability; risk-taking,CONSISTENT INDIVIDUAL-DIFFERENCES; HAIR CORTISOL; PERSONALITY-TRAITS; BEHAVIORAL SYNDROME; LIFE-HISTORY; SIBLING AGGRESSION; RISK-ASSESSMENT; URBAN AREAS; FIELD-TEST; ECOLOGY,"A fundamental tenet of maternal effects assumes that maternal variance over time should have discordant consequences for offspring traits across litters. Yet, seldom are parents observed across multiple reproductive bouts, with few studies considering anthropogenic disturbances as an ecological driver of maternal effects. We observed captive coyote (Canis latrans) pairs over two successive litters to determine whether among-litter differences in behavior (i.e., risk-taking) and hormones (i.e., cortisol and testosterone) corresponded with parental plasticity in habituation. Thus, we explicitly test the hypothesis that accumulating experiences of anthropogenic disturbance reduces parental fear across reproductive bouts, which should have disparate phenotypic consequences for first- and second-litter offspring. To quantify risk-taking behavior, we used foraging assays from 5-15 weeks of age with a human observer present as a proxy for human disturbance. At 5, 10, and 15 weeks of age, we collected shaved hair to quantify pup hormone levels. We then used a quantitative genetic approach to estimate heritability, repeatability, and between-trait correlations. We found that parents were riskier (i.e., foraged more frequently) with their second versus first litters, supporting our prediction that parents become increasingly habituated over time. Second-litter pups were also less risk-averse than their first-litter siblings. Heritability for all traits did not differ from zero (0.001-0.018); however, we found moderate support for repeatability in all observed traits (r = 0.085-0.421). Lastly, we found evidence of positive phenotypic and cohort correlations among pup traits, implying that cohort identity (i.e., common environment) contributes to the development of phenotypic syndromes in coyote pups. Our results suggest that parental habituation may be an ecological cue for offspring to reduce their fear response, thus emphasizing the role of parental plasticity in shaping their pups' behavioral and hormonal responses toward humans.",,,,,,,,,,,,,,,,,,,,,,,DEC,2018,8,24,,,,,12965,12980,,10.1002/ece3.4741,,,,,,Environmental Sciences & Ecology; Evolutionary Biology,,,,,,,2022-04-02,
J,"Nickel, BA; Suraci, JP; Nisi, AC; Wilmers, CC",,,,"Nickel, Barry A.; Suraci, Justin P.; Nisi, Anna C.; Wilmers, Christopher C.",,,Energetics and fear of humans constrain the spatial ecology of pumas,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,,,English,Article,,,,,,ecology of fear; energy landscape; movement ecology; large carnivore; accelerometry,HOME-RANGE; BODY-SIZE; ANIMAL MOVEMENT; MOUNTAIN LIONS; ENERGY; SPACE; LANDSCAPE; COSTS; TRANSPORT; PREDATOR,"Energetic demands and fear of predators are considered primary factors shaping animal behavior, and both are likely drivers of movement decisions that ultimately determine the spatial ecology of wildlife. Yet energetic constraints on movement imposed by the physical landscape have only been considered separately from those imposed by risk avoidance, limiting our understanding of how short-term movement decisions scale up to affect long-term space use. Here, we integrate the costs of both physical terrain and predation risk into a common currency, energy, and then quantify their effects on the short-term movement and long-term spatial ecology of a large carnivore living in a human-dominated landscape. Using high-resolution GPS and accelerometer data from collared pumas (Puma concolor), we calculated the short-term (i.e., 5-min) energetic costs of navigating both rugged physical terrain and a landscape of risk from humans (major sources of both mortality and fear for our study population). Both the physical and risk landscapes affected puma short-term movement costs, with risk having a relatively greater impact by inducing high-energy but low-efficiency movement behavior. The cumulative effects of short-term movement costs led to reductions of 29% to 68% in daily travel distances and total home range area. For male pumas, long-term patterns of space use were predominantly driven by the energetic costs of human-induced risk. This work demonstrates that, along with physical terrain, predation risk plays a primary role in shaping an animal's energy landscape and suggests that fear of humans may be a major factor affecting wildlife movements worldwide.",,,,,,,,,,,,,,,,,,,,,,,FEB 2,2021,118,5,,,,,,,e2004592118,10.1073/pnas.2004592118,,,,,,Science & Technology - Other Topics,,,,,,,2022-04-02,
J,"Gaynor, KM; Cherry, MJ; Gilbert, SL; Kohl, MT; Larson, CL; Newsome, TM; Prugh, LR; Suraci, JP; Young, JK; Smith, JA",,,,"Gaynor, Kaitlyn M.; Cherry, Michael J.; Gilbert, Sophie L.; Kohl, Michel T.; Larson, Courtney L.; Newsome, Thomas M.; Prugh, Laura R.; Suraci, Justin P.; Young, Julie K.; Smith, Justine A.",,,An applied ecology of fear framework: linking theory to conservation practice,ANIMAL CONSERVATION,,,English,Review,,,,,,human-wildlife conflict; hunting; predation risk; predator-prey; reintroduction; wildlife management,PREDATION RISK; TROPHIC CASCADES; BEHAVIORAL-RESPONSES; CROSSING STRUCTURES; DECISION-MAKING; ANIMAL BEHAVIOR; PROTECTED AREAS; MANAGEMENT; PREY; DISTURBANCE,"Research on the ecology of fear has highlighted the importance of perceived risk from predators and humans in shaping animal behavior and physiology, with potential demographic and ecosystem-wide consequences. Despite recent conceptual advances and potential management implications of the ecology of fear, theory and conservation practices have rarely been linked. Many challenges in animal conservation may be alleviated by actively harnessing or compensating for risk perception and risk avoidance behavior in wild animal populations. Integration of the ecology of fear into conservation and management practice can contribute to the recovery of threatened populations, human-wildlife conflict mitigation, invasive species management, maintenance of sustainable harvest and species reintroduction plans. Here, we present an applied framework that links conservation interventions to desired outcomes by manipulating ecology of fear dynamics. We discuss how to reduce or amplify fear in wild animals by manipulating habitat structure, sensory stimuli, animal experience (previous exposure to risk) and food safety trade-offs to achieve management objectives. Changing the optimal decision-making of individuals in managed populations can then further conservation goals by shaping the spatiotemporal distribution of animals, changing predation rates and altering risk effects that scale up to demographic consequences. We also outline future directions for applied research on fear ecology that will better inform conservation practices. Our framework can help scientists and practitioners anticipate and mitigate unintended consequences of management decisions, and highlight new levers for multi-species conservation strategies that promote human-wildlife coexistence.",,,,,,,,,,,,,,,,,,,,,,,JUN,2021,24,3,,,,,308,321,,10.1111/acv.12629,,AUG 2020,,,,Biodiversity & Conservation; Environmental Sciences & Ecology,,,,,,,2022-04-02,
J,"Wheat, RE; Wilmers, CC",,,,"Wheat, Rachel E.; Wilmers, Christopher C.",,,Habituation reverses fear-based ecological effects in brown bears (Ursus arctos),ECOSPHERE,,,English,Article,,,,,,diel activity patterns; fear-based effects; habituation; human disturbance; Pacific salmon; perceivedrisk; Ursus arctos,GRIZZLY BEARS; ACTIVITY PATTERNS; PREDATION RISK; HUMAN SHIELDS; SALMON; RESPONSES; PREY; POPULATION; DEMOGRAPHY; MOUNTAINS,"Fear induced by human activity is increasingly becoming recognized to influence both behavior and population biology of wildlife. Exposure to human activity can cause animals to avoid human dominated areas or shift temporal activity patterns, but repeated, benign exposure can also result in habituation of individuals. Habituation is typically viewed as a negative potential consequence of human interactions with wildlife, with effects such as increased vulnerability of habituated animals to predation. Concurrently, the advancement of the understanding of the ecology of fear has shown reduced fitness in species because of behavioral changes in responses to fear of predators including humans. Here, we test how habituation and fear drive the foraging ecology of brown bears (Ursus arctos) feeding on Pacific salmon (Oncorhynchus spp.) in Southeast Alaska, USA. We used motion-detecting trail cameras at salmon spawning areas across a gradient of human disturbance to record human and bear activity at fine spatial and extended temporal scales. Higher human activity was associated with increased nocturnality of non-habituated bears, likely leading to suboptimal foraging, but had no effect on habituated individuals. For the top 20% of sites for which human activity was greatest, an average of 78.7% of the activity of non habituated bears was nocturnal, compared with an average of only 10.2% of the activity of habituated individuals. Habituation of brown bears in this system alleviated perceived risk and avoidance of human activity, allowing habituated individuals to overcome their fear of human presence and maximize foraging opportunities. While habituation may lessen some of the deleterious effects of human activity on large carnivores, the long-term effects of habituation may be negative, as habituated individuals may be at greater risk of depredation. Future research should examine whether habituated bears and their lower perceived risk of human activity ultimately experience smaller population-level effects of human disturbance than non-habituated individuals.",,,,,,,,,,,,,,,,,,,,,,,JUL,2016,7,7,,,,,,,e01408,10.1002/ecs2.1408,,,,,,Environmental Sciences & Ecology,,,,,,,2022-04-02,
J,"Takahashi, LK; Nakashima, BR; Hong, HC; Watanabe, K",,,,"Takahashi, LK; Nakashima, BR; Hong, HC; Watanabe, K",,,The smell of danger: A behavioral and neural analysis of predator odor-induced fear,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,,,English,Article; Proceedings Paper,,,,,,predator odor; unconditioned fear; cat odor; TMT; fear habituation; fear extinction; amygdala; bed nucleus of the stria terminalis; dorsal premammillary nucleus,BED NUCLEUS; UNCONDITIONED FEAR; STRIA TERMINALIS; FOX ODOR; CAT ODOR; DEFENSIVE BEHAVIORS; CELL-PROLIFERATION; AMYGDALOID-LESIONS; CONDITIONED FEAR; RED FOX,"The odors of predators used in animal models provide, in addition to electric footshock, an important means to investigate the neurobiology of fear. Studies indicate that cat odor and trimethylthiazoline (TMT), a synthetic compound isolated from fox feces, are often presented to rodents to induce fear-related responses including freezing, avoidance, stress hormone and, in some tests, risk assessment behavior. Furthermore, we report that different amounts of cat odor impregnated on small-, medium-, or large-sized cloths impact the display of fear-related behavior when presented to rats. That is, rats exposed to a large cat odor containing cloth exhibit an increase in fear behavior, particularly freezing, which remains at high levels in habituation tests administered over a period of 7 days. The large cloth also induces a long-lasting increase in avoidance behavior during repeated habituation and extinction tests. A review of the brain regions involved in predator odor-induced fear behavior indicates a modulatory role of the medial amygdala, bed nucleus of the stria terminalis, and dorsal premammillary nucleus. In addition, the basolateral amygdala is involved in fear behavior induced by cat odor but not TMT, and the central amygdala does not appear to play a major behavioral role in predator odor-induced fear. Future research involving the use of predator odor is likely to rapidly expand knowledge on the neurobiology of fear, which has implications for understanding fear-related psychopathology. (c) 2005 Elsevier Ltd. All rights reserved.",,,,,,,,,,,,,,,,,,,,,,,,2005,29,8,,,,,1157,1167,,10.1016/j.neubiorev.2005.04.008,,,,,,Behavioral Sciences; Neurosciences & Neurology,,,,,,,2022-04-02,
J,"Choi, JS; Kim, JJ",,,,"Choi, June-Seek; Kim, Jeansok J.",,,Amygdala regulates risk of predation in rats foraging in a dynamic fear environment,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,,,English,Article,,,,,,brain lesions; decision making; loss aversion; risk taking,FUNCTIONAL INACTIVATION; MEMORY; RESPONSES; STIMULUS; DEFENSE; RECOGNITION; AVOIDANCE; RECEPTORS; EMOTION; COMPLEX,"In a natural environment, foragers constantly face the risk of encountering predators. Fear is a defensive mechanism evolved to protect animals from danger by balancing the animals' needs for primary resources with the risk of predation, and the amygdala is implicated in mediating fear responses. However, the functions of fear and amygdala in foraging behavior are not well characterized because of the technical difficulty in quantifying prey-predator interaction with real (unpredictable) predators. Thus, the present study investigated the rat's foraging behavior in a seminaturalistic environment when confronted with a predator-like robot programmed to surge toward the animal seeking food. Rats initially fled into the nest and froze (demonstrating fear) and then cautiously approached and seized the food as a function of decreasing nest-food and increasing food-robot distances. The likelihood of procuring food increased and decreased via lesioning/inactivating and disinhibiting the amygdala, respectively. These results indicate that the amygdala bidirectionally regulates risk behavior in rats foraging in a dynamic fear environment.",,,,,,,,,,,,,,,,,,,,,,,DEC 14,2010,107,50,,,,,21773,21777,,10.1073/pnas.1010079108,,,,,,Science & Technology - Other Topics,,,,,,,2022-04-02,
J,"Miller, JRB; Schmitz, OJ",,,,"Miller, Jennifer R. B.; Schmitz, Oswald J.",,,Landscape of fear and human-predator coexistence: Applying spatial predator-prey interaction theory to understand and reduce carnivore-livestock conflict,BIOLOGICAL CONSERVATION,,,English,Article,,,,,,Human-carnivore conflict; Landscape of coexistence; Landscape of fear; Predator-prey interactions; Proactive predator management; Socioecological system,BEHAVIORAL-ADJUSTMENTS; RISK; WILDLIFE; PATTERNS; FRAMEWORK; DYNAMICS; ECOLOGY,"In recent decades the 'landscape of fear' has grown in popularity to become a central consideration in wildlife management, and has even been reconceptualized as the 'landscape of coexistence' for understanding human-wildlife conflicts such as predator attacks on livestock. Yet fear effects are not always the predominant driver of predator-prey interactions. Thus, guiding ecological principles have not been assembled to explain the broader food web interactions that shape the context dependency of carnivore-livestock conflict. We address this gap by developing a conceptual framework as a way to think about the contingencies under which inducing non-consumptive 'fear effects' on predators would be effective to mitigate carnivore-livestock conflict. The framework specifically considers interactions among wildlife (carnivore predators, wild ungulate prey) and humans (people and livestock) in terms of spatial predator-prey assemblages in which the nature of wildlife-human interactions - as either a carnivore-livestock conflict or a coexistence food web - is contingent on the nature of spatial movement and overlap of humans and wildlife across landscapes. Considering human-wildlife interactions within such a spatial food web context can assist in enabling people and wildlife, especially imperiled carnivores, to coexist in human-modified landscapes. The framework offers predictions that should be tested via adaptive management experiments that evaluate whether conflict mitigation solutions aligned with particular spatial human-livestock-carnivore contexts do indeed resolve conflict.",,,,,,,,,,,,,,,,,,,,,,,AUG,2019,236,,,,,,464,473,,10.1016/j.biocon.2019.06.009,,,,,,Biodiversity & Conservation; Environmental Sciences & Ecology,,,,,,,2022-04-02,
