"key","title","authors","journal","issn","volume","issue","pages","year","month","day","publisher","location","url","language","notes","abstract"
627,"The evolution of body fatness: trading off disease and predation risk","Speakman, John R.","JOURNAL OF EXPERIMENTAL BIOLOGY","0022-0949","221","",NA,2018,NA,NA,NA,NA,NA,"English",NA,"Human obesity has a large genetic component, yet has many serious negative consequences. How this state of affairs has evolved has generated wide debate. The thrifty gene hypothesis was the first attempt to explain obesity as a consequence of adaptive responses to an ancient environment that in modern society become disadvantageous. The idea is that genes (or more precisely, alleles) predisposing to obesity may have been selected for by repeated exposure to famines. However, this idea has many flaws: for instance, selection of the supposed magnitude over the duration of human evolution would fix any thrifty alleles (famines kill the old and young, not the obese) and there is no evidence that hunter-gatherer populations become obese between famines. An alternative idea (called thrifty late) is that selection in famines has only happened since the agricultural revolution. However, this is inconsistent with the absence of strong signatures of selection at single nucleotide polymorphisms linked to obesity. In parallel to discussions about the origin of obesity, there has been much debate regarding the regulation of body weight. There are three basic models: the setpoint, settling point and dual-intervention point models. Selection might act against low and high levels of adiposity because food unpredictability and the risk of starvation selects against low adiposity whereas the risk of predation selects against high adiposity. Although evidence for the latter is quite strong, evidence for the former is relatively weak. The release from predation similar to 2-million years ago is suggested to have led to the upper intervention point drifting in evolutionary time, leading to the modern distribution of obesity: the drifty gene hypothesis. Recent critiques of the dual-intervention point/drifty gene idea are flawed and inconsistent with known aspects of energy balance physiology. Here, I present a new formulation of the dual-intervention point model. This model includes the novel suggestion that food unpredictability and starvation are insignificant factors driving fat storage, and that the main force driving up fat storage is the risk of disease and the need to survive periods of pathogen-induced anorexia. This model shows why two independent intervention points are more likely to evolve than a single set point. The molecular basis of the lower intervention point is likely based around the leptin pathway signalling. Determining the molecular basis of the upper intervention point is a crucial key target for future obesity research. A potential definitive test to separate the different models is also described."
629,"Individual attributes and party affect large carnivore attacks on humans","Jose Garrote, Pedro; del Mar Delgado, Maria; Vicente Lopez-Bao, Jose; Fedriani, Jose M.; Bombieri, Giulia; Penteriani, Vincenzo","EUROPEAN JOURNAL OF WILDLIFE RESEARCH","1612-4642","63","5",NA,2017,NA,NA,NA,NA,NA,"English",NA,"Wildlife managers, researchers and the general public have traditionally been demanding information on factors concerning the probability of risky encounters between predators and people, as well as how to react in those situations. This information is crucial to reduce the number of predator attacks, which in absolute terms have increased in the last decades. Here, we focus on the role of carnivore species and sex, as well as victim-related factors (i.e. gender, activities, party composition), as determinants of carnivore attacks on humans. Using a dataset on attacks by grizzlies (Ursus arctos horribilis), black bears (Ursus americanus), cougars (Puma concolor), wolves (Canis lupus) and coyotes (Canis latrans) in North America during the last five decades, we found that (1) male black bears were involved in attacks more frequently than females; (2) attacks by coyotes, cougars and wolves prevalently caused injuries, whereas cases of death were more frequent during grizzly and black bear attacks; and (3) people in a party were less vulnerable to an attack than a person alone. We identified risky situations and behaviours that should be avoided in areas where people and large carnivore share the landscape."
862,"Scaling laws of ambush predator 'waiting' behaviour are tuned to a common ecology","Wearmouth, Victoria J.; McHugh, Matthew J.; Humphries, Nicolas E.; Naegelen, Aurore; Ahmed, Mohammed Z.; Southall, Emily J.; Reynolds, Andrew M.; Sims, David W.","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452","281","1782",NA,2014,NA,NA,NA,NA,NA,"English",NA,"The decisions animals make about how long to wait between activities can determine the success of diverse behaviours such as foraging, group formation or risk avoidance. Remarkably, for diverse animal species, including humans, spontaneous patterns of waiting times show random 'burstiness' that appears scale-invariant across a broad set of scales. However, a general theory linking this phenomenon across the animal kingdom currently lacks an ecological basis. Here, we demonstrate from tracking the activities of 15 sympatric predator species (cephalopods, sharks, skates and teleosts) under natural and controlled conditions that bursty waiting times are an intrinsic spontaneous behaviour well approximated by heavy-tailed (power-law) models over data ranges up to four orders of magnitude. Scaling exponents quantifying ratios of frequent short to rare very long waits are species-specific, being determined by traits such as foragingmode (active versus ambush predation), body size and prey preference. A stochastic-deterministic decision model reproduced the empirical waiting time scaling and species-specific exponents, indicating that apparently complex scaling can emerge from simple decisions. Results indicate temporal power-law scaling is a behavioural 'rule of thumb' that is tuned to species' ecological traits, implying a common pattern may have naturally evolved that optimizes move-wait decisions in less predictable natural environments."
443,"Wild Ungulate Decision-Making and the Role of Tiny Refuges in Human-Dominated Landscapes","Krishna, Yarlagadda Chaitanya; Kumar, Ajith; Isvaran, Kavita","PLOS ONE","1932-6203","11","3",NA,2016,NA,NA,NA,NA,NA,"English",NA,"Wildlife conservation in human-dominated landscapes requires that we understand how animals, when making habitat-use decisions, obtain diverse and dynamically occurring resources while avoiding risks, induced by both natural predators and anthropogenic threats. Little is known about the underlying processes that enable wild animals to persist in densely populated human-dominated landscapes, particularly in developing countries. In a complex, semi-arid, fragmented, human-dominated agricultural landscape, we analyzed the habitat-use of blackbuck, a large herbivore endemic to the Indian sub-continent. We hypothesized that blackbuck would show flexible habitat-use behaviour and be risk averse when resource quality in the landscape is high, and less sensitive to risk otherwise. Overall, blackbuck appeared to be strongly influenced by human activity and they offset risks by using small protected patches (similar to 3 km(2)) when they could afford to do so. Blackbuck habitat use varied dynamically corresponding with seasonally-changing levels of resources and risks, with protected habitats registering maximum use. The findings show that human activities can strongly influence and perhaps limit ungulate habitat-use and behaviour, but spatial heterogeneity in risk, particularly the presence of refuges, can allow ungulates to persist in landscapes with high human and livestock densities."
783,"Estimating global determinants of leopard home range size in a changing world","Rodriguez-Recio, M.; Burgos, T.; Krofel, M.; Lozano, J.; Moleon, M.; Virgos, E.","ANIMAL CONSERVATION","1367-9430",NA,"",NA,NA,NA,NA,NA,NA,NA,"English",NA,"Movement is a fundamental process in animal ecology. For many species, such as large carnivores, movement patterns are greatly shaped by a combination of ecological and anthropogenic factors. Understanding how these factors impact the roaming capacity of large carnivores is essential to forecast risks and design long-term conservation strategies. The leopard (Panthera pardus) is a generalist predator broadly distributed over varied and different environments, but global leopard populations are declining at a concerning rate and conservation actions are pressing. This scenario makes the leopard a suitable species to understand how global ecological and anthropogenic drivers affect the spatial behaviour of large carnivores and how these should inform conservation efforts. We compiled data from local studies worldwide and used macroecological (climatic, productivity, and human footprint), and intra- and interspecific (conspecifics, competitors and prey) predictors to model the roaming requirements of leopards based on home range sizes. Male home range size was largely and positively related to the range sizes of local females and inversely to vegetation productivity. For females, higher seasonal variations in temperature like the observed in arid areas were associated with larger home ranges, while increased human impact resulted in smaller home ranges likely due to concentrated food resources such as domestic species. These predictors are linked to threatening global change processes due to anthropogenic activities that will likely impact the roaming behaviour of leopards in the coming decades with potential consequences for their populations worldwide. Our results provide crucial information towards the development of integrative research linking macroecological and local variables with global change predictions that can inform conservation programmes addressing future risks of degradation, endangerment and human-leopard conservation conflicts."
709,"Personality predicts behavioral flexibility in a fluctuating, natural environment","Herborn, Katherine A.; Heidinger, Britt J.; Alexander, Lucille; Arnold, Kathryn E.","BEHAVIORAL ECOLOGY","1045-2249","25","6",NA,2014,NA,NA,NA,NA,NA,"English",NA,"In captivity, personality types differ in behavioral flexibility: fast (neophilic, exploratory, and aggressive) types quickly form routines, whereas slow types continually adjust their behavior with environmental changes. If these differences extend to pertinent natural environmental changes, which indicate changing predation or starvation threat, then personality may reflect important variation in how animals manage risk. We examined whether personality traits classified in captivity would predict the behavioral flexibility of blue tits Cyanistes caeruleus as they foraged in the wild. Behavioral flexibility was defined as the tendency to adjust feeder use with changing winter air temperature, an indicator of starvation risk. At the population level, birds reduced their feeder use on warm days. Individuals, though, varied widely, with some instead using feeders at a relatively fixed, temperature-independent rate. Sex and size, correlates of dominance in blue tits, did not predict behavioral flexibility. Instead, behavioral flexibility was predicted by age and 2 personality traits: old, neophobic, and exploratory birds were more behaviorally flexible than young, neophilic, and nonexploratory birds. Our findings suggest that personality types differ in how they use information about their environments and hence cope with environmental change.A bird's response to the weather depends on their personality. Individual birds, like humans, respond differently to the same novel or threatening situations. In winter, when starvation risk is greatest, blue tits varied in foraging strategy. Shy but exploratory individuals adjusted their feeder use with air temperature, feeding most on cold days. Bold but less exploratory individuals fed at a fixed rate all winter. Thus, personality may predict how individuals cope with environmental change."
212,"Preference for feeding at habitat edges declines among juvenile blue crabs as oyster reef patchiness increases and predation risk grows","Macreadie, Peter I.; Geraldi, Nathan R.; Peterson, Charles H.","MARINE ECOLOGY PROGRESS SERIES","0171-8630","466","",NA,2012,NA,NA,NA,NA,NA,"English",NA,"Both habitat patchiness and behaviorally-mediated indirect effects (BMIEs; predator-induced changes in prey behavior that affect the prey's resources) are important in many food webs, but the relationships between these 2 factors have yet to be investigated. To explore effects of habitat patchiness and variation in perceived risk of predation on food-web dynamics, we conducted a factorial experiment in a model aquatic food chain of predator-prey-resource using 2 contrasting predators (adult blue crab Callinectes sapidus and toad fish Opsanus tau), juvenile blue crab as prey, and mussel Geukensia demissa as resource. Both predator presence and habitat patchiness influenced the prey's preference for consuming resources at patch edges instead of interiors. The preference of prey for consuming resources at habitat edges was 4 times stronger in continuous oyster reef habitat than in smaller habitat patches. This suggests that interior resources in continuous habitat experience a refuge from consumption, but this refuge is largely lost in patchy habitat. The mere presence of predators reduced the prey's preference for consuming resources at habitat edges. This BMIE was significant for the ambush predator (toadfish) and the treatment containing both predators, but not for the actively hunting predator (adult blue crab). We conclude that habitat patchiness and predator presence can jointly affect resource distribution by inducing shifts in prey foraging behavior, revealing a need to incorporate BMIEs into habitat fragmentation studies. This conclusion has broad and growing relevance as anthropogenic factors increasingly modify predator abundances and fragment coastal habitats."
295,"Distracted decision makers: ship noise and predation risk change shell choice in hermit crabs","Tidau, Svenja; Briffa, Mark","BEHAVIORAL ECOLOGY","1045-2249","30","4",NA,2019,NA,NA,NA,NA,NA,"English",NA,"Human-induced rapid environmental change such as noise pollution alters the ability of animals to integrate information cues. Many studies focus on how noise impacts single sensory channels but in reality animals rely on multimodal sources of information. In this study, we investigated the effect of anthropogenic noise and the visual presence of a predator on tactile information gathering during gastropod shell assessment in the European hermit crab Pagurus bernhardus. For hermit crabs, empty gastropod shells are a crucial resource affecting growth, reproduction, and survival. We measured shell assessment behavior and manipulated 1) the shell size (50% or 80% of the optimal), 2) sound condition (ship or ambient), and 3) visual predator cue (absence/presence). Overall we found that crabs were less likely to accept an optimal shell in the presence of ship noise, suggesting that exposure to ship noise disrupted the information gathering ability of the crabs. We also found a significant interaction between noise, predator presence, and shell size on the mean duration for the final decision to accept or reject the optimal shell. Hermit crabs in 50% shells took less time for their final decision when exposed to both ship noise and predator cue while crabs in 80% shells showed shorter decision time only when the predator cue was absent. Our results indicate that anthropogenic noise can interact with predation threat and resource quality to change resource acquisition, suggesting that noise pollution can disrupt behavior in a nonadditive way, by disrupting information use across multiple sensory channels."
437,"Chasing the light: Positive bias in camera-based surveys of groundfish examined as risk-foraging trade-offs","Frid, Alejandro; McGreer, Madeleine; Frid, Twyla","BIOLOGICAL CONSERVATION","0006-3207","231","",NA,2019,NA,NA,NA,NA,NA,"English",NA,"Unbiased survey data are important for understanding the effects of fisheries and environmental change on fish communities. We applied predation risk and life history theories to examine how parallel laser beams, which provide a scale for estimating transect width and the sizes of fish and habitat features, might bias groundfish counts during visual surveys conducted with a towed video camera. The laser beams project forward as dots onto the benthos, and species differ in their propensity to chase them. We hypothesized that fish perceive the laser dots as potential food and the camera, which lags behind the dots while moving forward, as a generalized threat. Analyses accounted for species primary diet and tested the prediction that shorter-lived species are more likely to chase the laser dots than longer-lived species, but these differences should weaken in the perceived safety of larger groups. Consistent with our predictions, the probability that fish would chase the laser dots decreased with the maximum age of species and increased with group size, although these effects were independent of each other. Also, chase probabilities were approximate to 20 to 25 times greater for species known to include benthic mobile prey in their diet than for species that feed primarily on pelagic, sessile or low-mobility prey. Our results suggest that risk-foraging trade-offs are inherent to fish behaviors that might bias surveys counts. While further insight into species differences is still needed, we illustrate how group size- and species-specific chase probabilities can generate bias correction factors to improve surveys counts."
71,"Top carnivores increase their kill rates on prey as a response to human-induced fear","Smith, Justine A.; Wang, Yiwei; Wilmers, Christopher C.","PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES","0962-8452","282","1802",NA,2015,NA,NA,NA,NA,NA,"English",NA,"The fear induced by predators on their prey is well known to cause behavioural adjustments by prey that can ripple through food webs. Little is known, however, about the analogous impacts of humans as perceived top predators on the foraging behaviour of carnivores. Here, we investigate the influence of human-induced fear on puma foraging behaviour using location and prey consumption data from 30 tagged individuals living along a gradient of human development. We observed strong behavioural responses by female pumas to human development, whereby their fidelity to kill sites and overall consumption time of prey declined with increasing housing density by 36 and 42%, respectively. Females responded to this decline in prey consumption time by increasing the number of deer they killed in high housing density areas by 36% over what they killed in areas with little residential development. The loss of food from declines in prey consumption time paired with increases in energetic costs associated with killing more prey may have consequences for puma populations, particularly with regard to reproductive success. In addition, greater carcass availability is likely to alter community dynamics by augmenting food resources for scavengers. In light of the extensive and growing impact of habitat modification, our study emphasizes that knowledge of the indirect effects of human activity on animal behaviour is a necessary component in understanding anthropogenic impacts on community dynamics and food web function."
324,"Impacts of human hunting on spatial behavior of white-tailed deer (Odocoileus virginianus)","Marantz, Sierra A.; Long, Jed A.; Webb, Stephen L.; Gee, Kenneth L.; Little, Andrew R.; Demarais, Stephen","CANADIAN JOURNAL OF ZOOLOGY","0008-4301","94","12",NA,2016,NA,NA,NA,NA,NA,"English",NA,"Predators can influence populations through top-down effects, but most large predators have been extirpated from the range of white-tailed deer (Odocoileus virginianus (Zimmermann, 1780)). Hunters have filled this predatory role, but also can indirectly influence prey species. Indirect behavioral responses can include altered resource selection, space use, or movement. Herein, we developed a controlled study that contained both temporal and spatial risk levels to assess how deer behavior changes relative to temporal periods of risk. Total distance travelled and microrange area over 2-day periods were used to determine the general effects of hunting season on deer spatial behavior. Generally, distance travelled, microrange area, and exploratory behavior decreased during the course of the study, with the greatest decrease occurring during the active 16-day hunting period. Despite potential risk and disturbance from hunters, deer maintained site fidelity to previously established ranges and did not expand microrange areas. These data indicate that deer recognize threats from humans on the landscape and adapt behavioral strategies by minimizing movement and exhibiting high residency times in well-established ranges, factors known to influence harvest susceptibility. This information can be used to assess potential impacts from hunting for management purposes, but also to test the adaptive ability of animals to risk."
768,"An adaptive behavioural response to hunting: surviving male red deer shift habitat at the onset of the hunting season","Lone, Karen; Loe, Leif Egil; Meisingset, Erling L.; Stamnes, Inga; Mysterud, Atle","ANIMAL BEHAVIOUR","0003-3472","102","",NA,2015,NA,NA,NA,NA,NA,"English",NA,"Hunting by humans can be a potent driver of selection for morphological and life history traits in wildlife populations across continents and taxa. Few studies, however, have documented selection on behavioural responses that increase individual survival under human hunting pressure. Using habitat with dense concealing cover is a common strategy for risk avoidance, with a higher chance of survival being the payoff. At the same time, risk avoidance can be costly in terms of missed foraging opportunities. We investigated individual fine-scale use of habitat by 40 GPS-marked European red deer, Cervus elaphus, and linked this to their survival through the hunting season. Whereas all males used similar habitat in the days before the hunting season, the onset of hunting induced an immediate switch to habitat with more concealing cover in surviving males, but not in males that were later shot. This habitat switch also involved a trade-off with foraging opportunities on bilberry, Vaccinium myrtillus, a key forage plant in autumn. Moreover, deer that use safer forest habitat might survive better because they make safer choices in general. The lack of a corresponding pattern in females might be because females were already largely using cover when hunting started, as predicted by sexual segregation theory and the risk of losing offspring. The behavioural response of males to the onset of hunting appears to be adaptive, given that it is linked to increased survival, an important fitness component. We suggest that predictable harvesting regimes with high harvest rates could create a strong selective pressure for deer to respond dynamically to the temporal change in hunting risk. Management should consider the potential for both ecological and evolutionary consequences of harvesting regimes on behaviour. (C) 2015 The Authors. Published on behalf of The Association for the Study of Animal Behaviour by Elsevier Ltd."
