"","Authors","Article.Title","Source.Title","Language","Document.Type","Keywords.Plus","Abstract","Publication.Year","DOI","Date.of.Export"
"278","Coelho, CM; Zsido, AN; Suttiwan, P; Clasen, M","Super-natural fears","NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS","English","Article","INDIVIDUAL-DIFFERENCES; NIGHTTIME FEARS; PROSPECTIVE PARADIGM; PARANORMAL BELIEFS; ANXIETY DISORDERS; PHOBIAS; INFORMATION; UNCERTAINTY; INTOLERANCE; PREPAREDNESS","Supernatural fears, although common, are not as well-understood as natural fears and phobias (e.g., social, blood, and animal phobias) which are prepared by evolution, such that they are easily acquired through direct experience and relatively immune to cognitive mediation. In contrast, supernatural fears do not involve direct experience but seem to be related to sensory or cognitive biases in the interpretation of stimuli as well as culturally driven cognitions and beliefs. In this multidisciplinary synthesis and collaborative review, we claim that supernatural beliefs are super natural. That is, they occur spontaneously and are easy to acquire, possibly because such beliefs rest on intuitive concepts such as mind-body dualism and animism, and may inspire fear in believers as well as non-believers. As suggested by psychological and neuroscientific evidence, they tap into an evolutionarily prepared fear of potential impending dangers or unknown objects and have their roots in prepared fears as well as cognitively prepared beliefs, making fear of supernatural agents a fruitful research avenue for social, anthropological, and psychological inquires.",2021,"10.1016/j.neubiorev.2021.06.036","2022-03-23"
"279","Huff, NC; Hernandez, JA; Blanding, NQ; LaBar, KS","Delayed Extinction Attenuates Conditioned Fear Renewal and Spontaneous Recovery in Humans","BEHAVIORAL NEUROSCIENCE","English","Article","VENTROMEDIAL PREFRONTAL CORTEX; MEMORY CONSOLIDATION; HIPPOCAMPAL INACTIVATION; DORSAL HIPPOCAMPUS; CONTEXT; RECALL; MODULATION; STRESS; GLUCOCORTICOIDS; INTERFERENCE","This study investigated whether the retention interval after an aversive learning experience influences the return of fear after extinction training. After fear conditioning, participants underwent extinction training either 5 min or 1 day later and in either the same room (same context) or a different room (context shift). The next day, conditioned fear was tested in the original room. When extinction took place immediately, fear renewal was robust and prolonged for context-shift participants, and spontaneous recovery was observed in the same-context participants. Delayed extinction, by contrast, yielded a brief form of fear renewal that reextinguished within the testing session for context-shift participants, and there was no spontaneous recovery in the same-context participants. The authors conclude that the passage of time allows for memory consolidation processes to promote the formation of distinct yet flexible emotional memory traces that confer an ability to recall extinction, even in an alternate context, and minimize the return of fear. Furthermore, immediate extinction can yield spontaneous recovery and prolong fear renewal. These findings have potential implications for ameliorating fear relapse in anxiety disorders.",2009,"10.1037/a0016511","2022-03-23"
"280","Wang, XY; Zanette, L; Zou, XF","Modelling the fear effect in predator-prey interactions","JOURNAL OF MATHEMATICAL BIOLOGY","English","Article","BIFURCATION-ANALYSIS; LIMIT-CYCLES; RISK; SYSTEM; ENRICHMENT; PARADOX; PLASTICITY; DYNAMICS; ECOLOGY; MATCONT","A recent field manipulation on a terrestrial vertebrate showed that the fear of predators alone altered anti-predator defences to such an extent that it greatly reduced the reproduction of prey. Because fear can evidently affect the populations of terrestrial vertebrates, we proposed a predator-prey model incorporating the cost of fear into prey reproduction. Our mathematical analyses show that high levels of fear (or equivalently strong anti-predator responses) can stabilize the predator-prey system by excluding the existence of periodic solutions. However, relatively low levels of fear can induce multiple limit cycles via subcritical Hopf bifurcations, leading to a bi-stability phenomenon. Compared to classic predator-prey models which ignore the cost of fear where Hopf bifurcations are typically supercritical, Hopf bifurcations in our model can be both supercritical and subcritical by choosing different sets of parameters. We conducted numerical simulations to explore the relationships between fear effects and other biologically related parameters (e.g. birth/death rate of adult prey), which further demonstrate the impact that fear can have in predator-prey interactions. For example, we found that under the conditions of a Hopf bifurcation, an increase in the level of fear may alter the direction of Hopf bifurcation from supercritical to subcritical when the birth rate of prey increases accordingly. Our simulations also show that the prey is less sensitive in perceiving predation risk with increasing birth rate of prey or increasing death rate of predators, but demonstrate that animals will mount stronger anti-predator defences as the attack rate of predators increases.",2016,"10.1007/s00285-016-0989-1","2022-03-23"
"281","An, XL; Zhang, FF; Liu, Y; Yang, P; Yu, DN","Remote fear memory is sensitive to reconditioning","BEHAVIOURAL BRAIN RESEARCH","English","Article","CONTEXTUAL FEAR; CONDITIONED FEAR; TRAUMA EXPOSURE; PTSD SYMPTOMS; EXTINCTION; RECONSOLIDATION; REACQUISITION; TIME; INTERFERENCE; INCUBATION","Exposure of some individuals to recurring traumatic events from the same perpetrator or situation, such as during child abuse or domestic violence, is quite prevalent. Studies have shown that the number of traumatic events experienced is positively related to the severity of post traumatic stress disorder and other mental disorders. Using a contextual fear conditioning (Cond1) and reconditioning (Cond2) paradigm, which were separated by either 1 or 35 days, we examined fear responses to immediate extinction and retrieval-extinction procedures after repeated fear conditioning stress. Based on the time interval between Cond1 and Cond2, the animals were divided into recent and remote fear memory groups. We observed that when Cond2 was performed in the original conditioning context in which Cond1 was performed, the reconditioned remote fear memory was resistant to the disruptive effect of immediate extinction and retrieval-extinction paradigms. Furthermore, the resistance to disruptive effects could be induced by very low shock intensities, which cannot even induce any fear response in naive animals. When Cond2 was performed in a novel context, animals with remote fear memory acquired a significantly higher fear response to the novel context. Our findings suggest that remote fear memory may be more sensitive to reconditioning and resistant to post-reconditioning disruption.",2019,"10.1016/j.bbr.2018.09.013","2022-03-23"
"282","Boukezzi, S; Silva, CG; Nazarian, B; Rousseau, PF; Guedj, E; Valenzuela-Moguillansky, C; Khalfa, S","Bilateral Alternating Auditory Stimulations Facilitate Fear Extinction and Retrieval","FRONTIERS IN PSYCHOLOGY","English","Article","POSTTRAUMATIC-STRESS-DISORDER; EYE-MOVEMENT DESENSITIZATION; REPROCESSING EMDR; AMYGDALA; RECALL; MEMORY; PTSD","Disruption of fear conditioning, its extinction and its retrieval are at the core of posttraumatic stress disorder (PTSD). Such deficits, especially fear extinction delay, disappear after alternating bilateral stimulations (BLS) during eye movement desensitization and reprocessing (EMDR) therapy. An animal model of fear recovery, based on auditory cued fear conditioning and extinction learning, recently showed that BLS facilitate fear extinction and fear extinction retrieval. Our goal was to determine if these previous results found in animals can be reproduced in humans. Twenty-two healthy participants took part in a classical fear conditioning, extinction, and extinction recall paradigm. Behavioral responses (fear expectations) as well as psychophysiological measures (skin conductance responses, SCRs) were recorded. The results showed a significant fear expectation decrease during fear extinction with BLS. Additionally, SCR for fear extinction retrieval were significantly lower with BLS. Our results demonstrate the importance of BLS to reduce negative emotions, and provide a successful model to further explore the neural mechanisms underlying the sole BLS effect in the EMDR.",2017,"10.3389/fpsyg.2017.00990","2022-03-23"
"283","Mungee, A; Burger, M; Bajbouj, M","No Effect of Cathodal Transcranial Direct Current Stimulation on Fear Memory in Healthy Human Subjects","BRAIN SCIENCES","English","Article","PREFRONTAL CORTEX; RECONSOLIDATION; EXTINCTION; MODULATION; AMYGDALA; RETURN; TASK","Background: Studies have demonstrated that fear memories can be modified using non-invasive methods. Recently, we demonstrated that anodal transcranial direct current stimulation (tDCS) of the right dorsolateral prefrontal cortex is capable of enhancing fear memories. Here, we examined the effects of cathodal tDCS of the right dorsolateral prefrontal cortex during fear reconsolidation in humans. Methods: Seventeen young, healthy subjects were randomly assigned to two groups, which underwent fear conditioning with mild electric stimuli paired with a visual stimulus. Twenty-four hours later, both groups were shown a reminder of the conditioned fearful stimulus. Shortly thereafter, they received either tDCS (right prefrontal-cathodal, left supraorbital-anodal) for 20 min at 1 mA, or sham stimulation. A day later, fear responses of both groups were compared. Results: On Day 3, during fear response assessment, there were no significant differences between the tDCS and sham group (p > 0.05). Conclusion: We conclude that cathodal tDCS of the right dorsolateral prefrontal cortex (right prefrontal-cathodal, left supraorbital-anodal) did not influence fear memories.",2016,"10.3390/brainsci6040055","2022-03-23"
"284","Graham, BM; Zagic, D; Richardson, R","Low Endogenous Fibroblast Growth Factor 2 Levels Are Associated With Heightened Conditioned Fear Expression in Rats and Humans","BIOLOGICAL PSYCHIATRY","English","Article","INDIVIDUAL-DIFFERENCES; ANXIETY DISORDERS; POSTTRAUMATIC-STRESS; ENHANCES EXTINCTION; REDUCES RENEWAL; MESSENGER-RNA; FGF2; REINSTATEMENT; NEUROGENESIS; METAANALYSIS","BACKGROUND: Hippocampal concentrations of the neurotrophic factor fibroblast growth factor 2 (FGF2) are negatively associated with the expression of fear following conditioning in rats. Heightened conditioned fear expression may be a prospective risk factor for the development of human anxiety and trauma disorders. However, the relationship between conditioned fear expression and FGF2 is yet to be established in humans. METHODS: Using a cross-species approach, we first investigated the relationship between serum concentrations of FGF2 and individual differences in conditioned fear expression in rats (n = 19). We then subjected 88 human participants, who were recruited from university and community advertisements, to a differential fear conditioning procedure and assessed the relationship between salivary concentrations of FGF2 and fear expression to a conditioned stimulus (CS) (a stimulus paired with a shock) and a CS that was never paired with shock. RESULTS: Rats with low serum levels of FGF2 exhibited significantly more freezing than rats with high serum levels of FGF2. Similarly, relative to those with high salivary FGF2, human participants with low salivary FGF2 exhibited significantly heightened skin conductance responses to the CS without shock during fear conditioning and to both the CS with shock and CS without shock during fear recall. CONCLUSIONS: These studies establish that peripheral markers of FGF2 concentrations are negatively associated with fear expression in both rats and humans. To the extent that conditioned fear expression predicts anxiety and trauma disorder vulnerability, FGF2 may be a clinically useful biomarker in the prediction and eventual prevention of these disorders.",2017,"10.1016/j.biopsych.2017.03.020","2022-03-23"
"285","Mertens, G; Boddez, Y; Sevenster, D; Engelhard, IM; De Houwer, J","A review on the effects of verbal instructions in human fear conditioning: Empirical findings, theoretical considerations, and future directions","BIOLOGICAL PSYCHOLOGY","English","Review","POTENTIATED STARTLE; RELEVANT STIMULI; UNCONDITIONAL STIMULUS; ANTICIPATORY ANXIETY; COGNITIVE-PROCESSES; UCS INFLATION; EXTINCTION; GSR; RESPONSES; PHOBIAS","Fear learning reflects the adaptive ability to learn to anticipate aversive events and to display preparatory fear reactions based on prior experiences. Usually, these learning experiences are modeled in the lab with pairings between a neutral conditioned stimulus (CS) and an aversive unconditioned stimulus (US) (i. e., fear conditioning via CS-US pairings). Nevertheless, for humans, fear learning can also be based on verbal instructions. In this review, we consider the role of verbal instructions in laboratory fear learning. Specifically, we consider both the effects of verbal instructions on fear responses in the absence of CS-US pairings as well as the way in which verbal instructions moderate fear established via CS-US pairings. We first focus on the available empirical findings about both types of effects. More specifically, we consider how these effects are moderated by elements of the fear conditioning procedure (i.e., the stimuli, the outcome measures, the relationship between the stimuli, the participants, and the broader context). Thereafter, we discuss how well different mental-process models of fear learning account for these empirical findings. Finally, we conclude the review with a discussion of open questions and opportunities for future research.",2018,"10.1016/j.biopsycho.2018.07.002","2022-03-23"
"286","Milad, MR; Zeidan, MA; Contero, A; Pitman, RK; Klibanski, A; Rauch, SL; Goldstein, JM","THE INFLUENCE OF GONADAL HORMONES ON CONDITIONED FEAR EXTINCTION IN HEALTHY HUMANS","NEUROSCIENCE","English","Article","POSTTRAUMATIC-STRESS-DISORDER; ESTROGEN-RECEPTOR-BETA; PREMENSTRUAL DYSPHORIC DISORDER; ENHANCES COGNITIVE PERFORMANCE; MENSTRUAL-CYCLE; SEX-DIFFERENCES; ANXIETY DISORDERS; PREFRONTAL CORTEX; ORBITOFRONTAL CORTEX; MEMORY","Recent rodent studies suggest that gonadal hormones influence extinction of conditioned fear. Here we investigated sex differences in, and the influence of estradiol and progesterone on, fear extinction in healthy humans. Men and women underwent a two-day paradigm in which fear conditioning and extinction learning took place on day 1 and extinction recall was tested on day 2. Visual cues were used as the conditioned stimuli and a mild electric shock was used as the unconditioned stimulus. Skin conductance was recorded throughout the experiment and used to measure conditioned responses (CRs). Blood samples were obtained from all women to measure estradiol and progesterone levels. We found that higher estradiol during extinction learning enhanced subsequent extinction recall but had no effects on fear acquisition or extinction learning itself. Sex differences were only observed during acquisition, with men exhibiting significantly higher CRs. After dividing women into low- and high-estradiol groups, men showed comparable extinction recall to high-estradiol women, and both of these groups showed higher extinction recall than low-estradiol women. Therefore, sex differences in extinction memory emerged only after taking into account women's estradiol levels. Lower estradiol may impair extinction consolidation in women. These findings could have practical applications in the treatment of anxiety disorders through cognitive and behavioral therapies. (C) 2010 IBRO. Published by Elsevier Ltd. All rights reserved.",2010,"10.1016/j.neuroscience.2010.04.030","2022-03-23"
"287","Heft, MW; Meng, XX; Bradley, MM; Lang, PJ","Gender differences in reported dental fear and fear of dental pain","COMMUNITY DENTISTRY AND ORAL EPIDEMIOLOGY","English","Article","AGE-DIFFERENCES; ANXIETY; PREVALENCE; HEALTH; CARE; AVOIDANCE; QUESTIONNAIRE","Objectives: Gender differences in dental fear have been of increasing interest among clinicians and researchers. The objectives of this study were to assess: (i) gender differences in reports of global dental fear, global fear of dental pain, and specific fear of dental pain; (ii) how the wording of questions about specific fear of dental pain influences a subjective report, and (iii) the interactions between gender differences and wording effects in the reports of specific fear of dental pain. Methods: A telephonic survey of 504 adult Floridians was conducted in 2004. Data collected included six measures of specific fear of dental pain, one measure of global fear of dental pain, one measure of global dental fear, and demographic information. Results: Women were more likely to report global dental fear, global fear of dental pain, and specific fear of dental pain than men, and both women and men were more likely to report 'dread' of dental pain than 'fear' of dental pain. Conclusions: Our findings suggest that: (i) there are gender differences in reports of dental fear and fear of dental pain; and (ii) both men and women are more willing to express their fearful feelings regarding dentistry using a more socially acceptable term.",2007,"10.1111/j.1600-0528.2006.00344.x","2022-03-23"
"288","Csatadi, K; Kustos, K; Eiben, C; Bilko, A; Altbacker, V","Even minimal human contact linked to nursing reduces fear responses toward humans in rabbits","APPLIED ANIMAL BEHAVIOUR SCIENCE","English","Article","BEHAVIOR; STRESS","When handled around nursing time during the first week after birth, the fear response of rabbits toward humans is reduced later on. But although this might be crucial for practical application, the duration of daily treatment necessary to achieve this effect was not known so far. In the present experiment, we investigated whether even a minimal human contact, characteristic of animal caretaking in intensive rabbitries, can reduce avoidance. Newborn New Zealand rabbit pups were exposed to one of the following handling treatments in the first week of life: (1) full handling, within 0.5 It after nursing, which consisted of removing the pups of the nest and weighing them (about 5 min/litter), (2) full handling performed 2 h after nursing with a treatment similar to the previous, (3) routine check, within 0.5 h after nursing, which consisted of touching the pups by the stockperson to see whether all pups were alive (about 5 s/litter), (4) routine check, 2 h after nursing. At 28 days of age, the timidity of the pups was measured in a 5 min approach test. Pups that were handled within 0.5 h after nursing, irrespectively of the duration of handling, appeared to be tamer as they approached the experimenter's hand with a lower latency and more times then those handled later. We conclude that, in an apparent sensitive period, even minimal human contact is effective in reducing avoidance of the caretaker. Thus, handling might be a useful tool to reduce stress and improve welfare even under intensive farming conditions. (C) 2005 Elsevier B.V. All rights reserved.",2005,"10.1016/j.applanim.2005.05.002","2022-03-23"
"289","Norrholm, SD; Glover, EM; Stevens, JS; Fani, N; Galatzer-Levy, IR; Bradley, B; Ressler, KJ; Jovanovic, T","Fear load: The psychophysiological over-expression of fear as an intermediate phenotype associated with trauma reactions","INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY","English","Article","POSTTRAUMATIC-STRESS-DISORDER; POTENTIATED STARTLE; CONDITIONED FEAR; PREFRONTAL CORTEX; VIRTUAL-REALITY; EXTINCTION; INHIBITION; AMYGDALA; HUMANS; MODELS","Psychophysiological measures of fear expression provide observable intermediate phenotypes of fear-related symptoms. Research Domain Criteria (RDoC) advocate using neurobiological intermediate phenotypes that provide dimensional correlates of psychopathology. Negative Valence Systems in the RDoC matrix include the construct of acute threat, which can be measured on a physiological level using potentiation of the acoustic startle reflex assessed via electromyography recordings of the orbicularis oculi muscle. Impairments in extinction of fear-potentiated startle due to high levels of fear (termed fear load) during the early phases of extinction have been observed in posttraumatic stress disorder (PTSD). The goals of the current work were to examine dimensional associations between fear-related symptoms of PTSD and fear load variables to test their validity as an intermediate phenotype. We examined extinction of fear-potentiated startle in a cohort (n = 269) of individuals with a broad range of civilian trauma exposure (range 0-13 traumatic events per person, mean = 3.5). Based on previously reported findings, we hypothesized that fear load would be significantly associated with intrusion and fear memories of an index traumatic event. The results indicated that early extinction was correlated with intrusive thoughts (p = 0.0007) and intense physiological reactions to trauma reminders (p = 0.036). Degree of adult or childhood trauma exposure, and depression severity were not associated with fear load. After controlling for age, sex, race, income, level of prior trauma, and level of fear conditioning, fear load during extinction was still significantly predictive of intrusive thoughts (p = 0.004). The significance of these findings is that they support dimensional associations with symptom severity rather than diagnostic category and, as such, fear load may emerge as a transdiagnostic intermediate phenotype expressed across fear-related disorders (e.g., specific phobia, social phobia). (C) 2014 Elsevier B.V. All rights reserved.",2015,"10.1016/j.ijpsycho.2014.11.005","2022-03-23"
"290","Cunningham, CX; Johnson, CN; Hollings, T; Kreger, K; Jones, ME","Trophic rewilding establishes a landscape of fear: Tasmanian devil introduction increases risk-sensitive foraging in a key prey species","ECOGRAPHY","English","Article","PREDATION RISK; PATCH USE; CARNIVORES; BEHAVIOR; LESSONS; DECLINE; DISEASE","Global declines of large carnivores have reduced the 'landscape of fear' that constrains the behaviour of other species. In recent years, active and passive trophic rewilding have potentially begun restoring these lost top-down controls. The Tasmanian devil Sarcophilus harrisii has declined severely due to a novel transmissible cancer. In response to extinction fears, devils were introduced to the devil-free Maria Island, where their abundance rapidly increased. We tested how this introduction influenced risk-sensitive foraging in the common brushtail possum Trichosurus vulpecula, a major prey species for devils, using giving-up densities (GUDs). Before the introduction of devils, possum GUDs on Maria Island were indistinguishable from the long-diseased region of Tasmania, where devils have been rare since similar to 2000. Three years after devil introduction, GUDs were 64% higher on Maria Island than the control region, demonstrating that after an initial period of high mortality, possums quickly adopted risk-sensitive foraging behaviours. Devil activity across Maria Island was variable, leading to a heterogeneous landscape of fear and highlighting that top predators must be at functional densities to elicit behavioural responses from prey. Our study provides strong evidence that top predators modify the behaviour of prey by instilling fear, causing rapid ecological change following recoveries.",2019,"10.1111/ecog.04635","2022-03-23"
"291","Tang, S; Graham, BM","Reproductive experience alters the involvement of N-methyl-D-aspartate receptors in fear extinction, but not fear conditioning, in female Sprague Dawley rats","PSYCHOPHARMACOLOGY","English","Article","MEDIAL PREFRONTAL CORTEX; NMDA ANTAGONIST MK-801; LATENT INHIBITION; ESTROUS-CYCLE; DEVELOPMENTAL DISSOCIATION; POTENTIATED STARTLE; EXTINGUISHED FEAR; ANXIETY DISORDERS; D-CYCLOSERINE; LEARNED FEAR","Recently, evidence has emerged showing that the behavioural and hormonal features of fear extinction are altered as a result of reproductive experience in both rats and humans. The current set of experiments sought to determine whether reproductive experience also alters the molecular features of fear extinction. In adult male rats, it has been widely demonstrated that the activation of N-methyl-d-aspartate receptors (NMDAR) is essential for fear extinction. We therefore compared the involvement of NMDAR in fear extinction between nulliparous (virgin) and primiparous (reproductively experienced) female rats. Nulliparous and primiparous females received systemic administrations of either MK-801 (a non-competitive NMDAR antagonist) or saline prior to extinction training. MK-801 was found to impair extinction recall in nulliparous females, but not primiparous females. When the same dose of MK-801 was administered prior to conditioning, both groups of rats showed impaired recall of conditioning the following day. The results of these experiments indicate that the extinction, but not the acquisition of fear, may become NMDAR-independent following reproductive experience.",2019,"10.1007/s00213-018-4956-y","2022-03-23"
"292","Koorneef, LL; Bogaards, M; Reinders, MJT; Meijer, OC; Mahfouz, A","How Metabolic State May Regulate Fear: Presence of Metabolic Receptors in the Fear Circuitry","FRONTIERS IN NEUROSCIENCE","English","Article","ANXIETY-LIKE BEHAVIOR; HIGH-FAT DIET; MIDBRAIN PERIAQUEDUCTAL GRAY; GLUCAGON-LIKE PEPTIDE-1; FEMALE C57BL/6 MICE; BLOOD-BRAIN-BARRIER; GROWTH-FACTOR 1; CONDITIONED FEAR; NEUROPEPTIDE-Y; BASOLATERAL AMYGDALA","Metabolic status impacts on the emotional brain to induce behavior that maintains energy balance. While hunger suppresses the fear circuitry to promote explorative food-seeking behavior, satiety or obesity may increase fear to prevent unnecessary risk-taking. Here we aimed to unravel which metabolic factors, that transfer information about the acute and the chronic metabolic status, are of primary importance to regulate fear, and to identify their sites of action within fear-related brain regions. We performed a de novo analysis of central and peripheral metabolic factors that can penetrate the blood-brain barrier using genome-wide expression data across the mouse brain from the Allen Brain Atlas (ABA). The central fear circuitry, as defined by subnuclei of the amygdala, the afferent hippocampus, the medial prefrontal cortex and the efferent periaqueductal gray, was enriched with metabolic receptors. Some of their corresponding ligands were known to modulate fear (e.g., estrogen and thyroid hormones) while others had not been associated with fear before (e.g., glucagon, ACTH). Additionally, several of these enriched metabolic receptors were coexpressed with well-described fear-modulating genes (Crh, Crhr1, or Crht2). Co-expression analysis of monoamine markers and metabolic receptors suggested that monoaminergic nuclei have differential sensitivity to metabolic alterations. Serotonergic neurons expressed a large number of metabolic receptors (e.g., estrogen receptors, fatty acid receptors), suggesting a wide responsivity to metabolic changes. The noradrenergic system seemed to be specifically sensitive to hypocretin/orexin modulation. Taken together, we identified a number of novel metabolic factors (glucagon, ACTH) that have the potential to modulate the fear response. We additionally propose novel cerebral targets for metabolic factors (e.g., thyroid hormones) that modulate fear, but of which the sites of action are (largely) unknown.",2018,"10.3389/fnins.2018.00594","2022-03-23"
"293","Lonsdorf, TB; Richter, J","Challenges of Fear Conditioning Research in the Age of RDoC","ZEITSCHRIFT FUR PSYCHOLOGIE-JOURNAL OF PSYCHOLOGY","English","Article","RESEARCH DOMAIN CRITERIA; PREDICTING TREATMENT RESPONSE; ANXIETY DISORDERS; PANIC DISORDER; EXTINCTION; RETURN; PSYCHOPATHOLOGY; ACQUISITION; AGORAPHOBIA; HUMANS","As the criticism of the definition of the phenotype (i.e., clinical diagnosis) represents the major focus of the Research Domain Criteria (RDoC) initiative, it is somewhat surprising that discussions have not yet focused more on specific conceptual and procedural considerations of the suggested RDoC constructs, sub-constructs, and associated paradigms. We argue that we need more precise thinking as well as a conceptual and methodological discussion of RDoC domains and constructs, their interrelationships as well as their experimental operationalization and nomenclature. The present work is intended to start such a debate using fear conditioning as an example. Thereby, we aim to provide thought-provoking impulses on the role of fear conditioning in the age of RDoC as well as conceptual and methodological considerations and suggestions to guide RDoC-based fear conditioning research in the future.",2017,"10.1027/2151-2604/a000303","2022-03-23"
"294","Nees, F; Witt, SH; Flor, H","Neurogenetic Approaches to Stress and Fear in Humans as Pathophysiological Mechanisms for Posttraumatic Stress Disorder","BIOLOGICAL PSYCHIATRY","English","Review","BDNF VAL66MET POLYMORPHISM; SEROTONIN TRANSPORTER GENE; OXYTOCIN RECEPTOR GENE; EARLY-LIFE STRESS; GENOME-WIDE ASSOCIATION; PITUITARY-ADRENAL AXIS; DOMAIN CRITERIA RDOC; NEUROTROPHIC FACTOR; CHILDHOOD ADVERSITY; CORTISOL RESPONSES","In this review article, genetic variation associated with brain responses related to acute and chronic stress reactivity and fear learning in humans is presented as an important mechanism underlying posttraumatic stress disorder. We report that genes related to the regulation of the hypothalamic-pituitary-adrenal axis, as well as genes that modulate serotonergic, dopaminergic, and neuropeptidergic functions or plasticity, play a role in this context. The strong overlap of the genetic targets involved in stress and fear learning suggests that a dimensional and mechanistic model of the development of posttraumatic stress disorder based on these constructs is promising. Genome-wide genetic analyses on fear and stress mechanisms are scarce. So far, reliable replication is still lacking for most of the molecular genetic findings, and the proportion of explained variance is rather small. Further analysis of neurogenetic stress and fear learning needs to integrate data from animal and human studies.",2018,"10.1016/j.biopsych.2017.12.015","2022-03-23"
"295","Ishii, D; Matsuzawa, D; Fujita, Y; Sutoh, C; Ohtsuka, H; Matsuda, S; Kanahara, N; Hashimoto, K; Iyo, M; Shimizu, E","Enhancement of acoustic prepulse inhibition by contextual fear conditioning in mice is maintained even after contextual fear extinction","PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY","English","Review","SENSORIMOTOR GATING DEFICITS; ISOLATION-REARED RATS; POTENTIATED STARTLE; PREFRONTAL CORTEX; BASOLATERAL AMYGDALA; RETROGRADE-AMNESIA; ANIMAL-MODEL; SCHIZOPHRENIA; MODULATION; STIMULATION","Prepulse inhibition (PPI) of the acoustic startle response is one of the few and major paradigms for investigating sensorimotor gating systems in humans and rodents in a similar fashion. PPI deficits are observed not only in patients with schizophrenia, but also in patients with anxiety disorders. Previous studies have shown that PPI in rats can be enhanced by auditory fear conditioning. In this study, we evaluated the effects of contextual fear conditioning (FC) for six times a day and fear extinction (FE) for seven days on PPI in mice. C57BL/6J mice (male, 8-12 weeks) were divided into three groups; no-FC (control), FC and FC + FE. We measured PPI at the following three time points, (I) baseline before FC, (2) after FC, and (3) after FE. The results showed that PPI was increased after FC. Moreover, the enhanced PPI following FC was observed even after FE with decreased freezing behaviors. These results suggested contextual fear conditioning could enhance acoustic PPI, and that contextual fear extinction could decrease freezing behaviors, but not acoustic PPI. (C) 2009 Elsevier Inc. All rights reserved.",2010,"10.1016/j.pnpbp.2009.10.023","2022-03-23"
"296","Zhao, YL; Bijlsma, EY; ter Heegde, F; Verdouw, MP; Garssen, J; Newman-Tancredi, A; Groenink, L","Activation of somatodendritic 5-HT1A autoreceptors reduces the acquisition and expression of cued fear in the rat fear-potentiated startle test","PSYCHOPHARMACOLOGY","English","Article","RECEPTOR AGONISTS F15599; MEDIAN RAPHE NUCLEUS; CONDITIONED FEAR; CONTEXTUAL FEAR; SEROTONIN(1A) RECEPTORS; FUNCTIONAL SELECTIVITY; SEROTONERGIC NEURONS; PREFRONTAL CORTEX; BIASED AGONISM; HIGH-EFFICACY","RationaleFear conditioning is an important factor in the etiology of anxiety disorders. Previous studies have demonstrated a role for serotonin (5-HT)(1A) receptors in fear conditioning. However, the relative contribution of somatodendritic 5-HT1A autoreceptors and post-synaptic 5-HT1A heteroreceptors in fear conditioning is still unclear.ObjectiveTo determine the role of pre- and post-synaptic 5-HT1A receptors in the acquisition and expression of cued and contextual conditioned fear.MethodsWe studied the acute effects of four 5-HT1A receptor ligands in the fear-potentiated startle test. Male Wistar rats were injected with the 5-HT1A receptors biased agonists F13714 (0-0.16mg/kg, IP), which preferentially activates somatodendritic 5-HT1A autoreceptors, or F15599 (0-0.16mg/kg, IP), which preferentially activates cortical post-synaptic 5-HT1A heteroreceptors, with the prototypical 5-HT1A receptor agonist R(+)8-OH-DPAT (0-0.3mg/kg, SC) or the 5-HT1A receptor antagonist WAY100,635 (0-1.0mg/kg, SC).ResultsF13714 (0.16mg/kg) and R(+)-8-OH-DPAT (0.03mg/kg) injected before training reduced cued fear acquisition. Pre-treatment with F15599 or WAY100,635 had no effect on fear learning. In the fear-potentiated startle test, F13714 (0.04-0.16mg/kg) and R(+)-8-OH-DPAT (0.1-0.3mg/kg) reduced the expression of cued and contextual fear, whereas F15599 had no effect. WAY100,635 (0.03-1.0mg/kg) reduced the overall startle response.ConclusionsThe current findings indicate that activation of somatodendritic 5-HT1A autoreceptors reduces cued fear learning, whereas 5-HT1A receptors seem not involved in contextual fear learning. Moreover, activation of somatodendritic 5-HT1A autoreceptors may reduce cued and contextual fear expression, whereas we found no evidence for the involvement of cortical 5-HT1A heteroreceptors in the expression of conditioned fear.",2019,"10.1007/s00213-018-5124-0","2022-03-23"
